orderID,barcode,rainbow_code,out_datetime,all_price 
SH10011609081234500100000016,8934760211012,417053101013660,2016-09-08 01:27:01,1.0
SH10011609081234500100000017,6909409023020,417041401011935,2016-09-08 01:37:05,1.0
SH10011609081234500100000017,6909409023020,417050101010264,2016-09-08 01:37:05,1.0
SH10011609081234500100000017,6909409023020,417041401011838,2016-09-08 01:37:05,1.0
SH10011609081234500100000017,6909409023020,417050101011660,2016-09-08 01:37:05,1.0
SH10011609081234500100000017,6909409023020,417050101010485,2016-09-08 01:37:05,1.0
SH10011609081234500100000017,6909409023020,417050101011163,2016-09-08 01:37:05,1.0
SH10011609081234500100000017,6920952762044,417060901011433,2016-09-08 01:37:05,1.3
SH10011609081234500100000017,6920952762020,417050701011788,2016-09-08 01:37:05,1.3
SH10011609081234500100000017,6920952762020,417050701011095,2016-09-08 01:37:05,1.3
SH10011609081234500100000017,6920952762044,417060901011437,2016-09-08 01:37:05,1.3
SH10011609081234500100000017,6905734301031,417040401012676,2016-09-08 01:37:05,4.3
SH10011609081234500100000017,8802876203651,417062201010210,2016-09-08 01:37:05,7.9
SH10011609081234500100000017,6926265303417,417041501010363,2016-09-08 01:37:05,1.0
SH10011609081234500100000017,6926265303417,417041501011314,2016-09-08 01:37:05,1.0
SH10011609081234500100000017,6926265302038,417050101010581,2016-09-08 01:37:05,1.0
SH10011609081234500100000017,6926265303417,417041601010467,2016-09-08 01:37:05,1.0
SH10011609081234500100000017,6923976113137,417051801010129,2016-09-08 01:37:05,4.9
SH10011609081234500100000017,6905734301031,417040401010335,2016-09-08 01:37:05,4.3
SH10011609081234500100000017,6905734301031,417040401013028,2016-09-08 01:37:05,4.3
SH10011609081234500100000017,6907992100272,417012801013547,2016-09-08 01:37:05,2.2
SH10011609081234500100000017,6907992100272,417012801011819,2016-09-08 01:37:05,2.2
SH10011609081234500100000017,6907992100272,417012801012819,2016-09-08 01:37:05,2.2
SH10011609081234500100000017,6907992100272,417012801013654,2016-09-08 01:37:05,2.2
SH10011609081234500100000017,6920152429686,416100201013916,2016-09-08 01:37:05,6.3
SH10011609081234500100000017,8802876203842,417072901013365,2016-09-08 01:37:05,7.9
SH10011609081234500100000017,8993175537445,417072501010355,2016-09-08 01:37:05,3.9
SH10011609081234500100000017,6925303754952,417071301010179,2016-09-08 01:37:05,5.2
SH10011609081234500100000017,6925303754952,417071301012208,2016-09-08 01:37:05,5.2
SH10011609081234500100000017,6925303754952,417071301013647,2016-09-08 01:37:05,5.2
SH10011609081234500100000017,6925303754952,417071301012662,2016-09-08 01:37:05,5.2
SH10011609081234500100000018,4014400917765,416092201010301,2016-09-08 01:49:55,2.5
SH10011609081234500100000019,1264906,417010501012920,2016-09-08 01:51:30,22.9
SH10011609081234500100000020,6955329254617,417041101013320,2016-09-08 01:53:34,12.9
SH10011609081234500100000021,1235500,416102801012812,2016-09-08 02:05:41,22.9
SH10011609081234500100000022,6920202888883,418011601010420,2016-09-08 02:09:10,5.0
SH10011609081234500100000023,6921353088818,418062501012264,2016-09-08 02:11:28,6.9
SH10011609081234500100000023,6920202888883,418011601012663,2016-09-08 02:11:28,5.0
SH10011609081234500100000023,6920202888883,418011601013637,2016-09-08 02:11:28,5.0
SH10011609081234500100000024,4891028164395,417072401010301,2016-09-08 02:24:32,2.0
SH10011609081234500100000025,4014400917765,416092201012638,2016-09-08 02:31:13,2.5
SH10011609081234500100000025,4014400917765,416092201011450,2016-09-08 02:31:13,2.5
SH10011609081234500100000025,4014400917765,416092201010592,2016-09-08 02:31:13,2.5
SH10011609081234500100000027,6902538004045,417052401011685,2016-09-08 02:40:06,3.6
SH10011609081234500100000028,1241006,417010501011191,2016-09-08 03:00:37,22.9
SH10011609081234500100000028,1264906,417010501011852,2016-09-08 03:00:37,22.9
SH10011609081234500100000029,6907992100272,417012801011278,2016-09-08 03:12:19,2.2
SH10011609081234500100000029,6905734301031,417040401010501,2016-09-08 03:12:19,4.3
SH10011609081234500100000030,8809247066129,424110801012841,2016-09-08 03:58:04,5.9
SH10011609081234500100000030,6902538005141,417051901013745,2016-09-08 03:58:04,3.6
SH10011609081234500100000030,6921353088856,418022501011391,2016-09-08 03:58:04,6.9
SH10011609081234500100000030,6958959700028,417070701010190,2016-09-08 03:58:04,4.9
SH10011609081234500100000030,6939775004736,418062101010989,2016-09-08 03:58:04,1.8
SH10011609081234500100000030,6901234000054,424110801010405,2016-09-08 03:58:04,0.5
SH10011609081234500100000030,6901234000078,424110801013028,2016-09-08 03:58:04,1.0
SH10011609081234500100000030,6901234000078,424110801012243,2016-09-08 03:58:04,1.0
SH10011609081234500100000030,8808968015362,424110801011033,2016-09-08 03:58:04,2.0
SH10011609081234500100000030,6902538004045,417052401012185,2016-09-08 03:58:04,3.6
SH10011609081234500100000031,6901939621608,417051301011235,2016-09-08 04:14:50,2.3
SH10011609081234500100000034,6902538005141,417051901013821,2016-09-08 04:28:07,3.6
SH10011609081234500100000034,6958959700028,417070701010985,2016-09-08 04:28:07,4.9
SH10011609081234500100000034,6925303754952,417071301010897,2016-09-08 04:28:07,5.2
SH10011609081234500100000034,6901939621608,417051301011627,2016-09-08 04:28:07,2.3
SH10011609081234500100000034,6901939621608,417051301012069,2016-09-08 04:28:07,2.3
SH10011609081234500100000034,6901939621608,417051301011290,2016-09-08 04:28:07,2.3
SH10011609081234500100000034,6901939661208,417051401010380,2016-09-08 04:28:07,2.2
SH10011609081234500100000034,8801056002107,417101701011539,2016-09-08 04:28:07,4.2
